,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19,Z_20,Z_21,Z_22,Z_23,Z_24,Z_25,Z_26,Z_27,Z_28,Z_29,Z_30,Z_31,Z_32
39,-5.2640837e-05,-2.100542e-11,3.107032e-05,2.8172833e-06,3.3255653e-06,3.8221515e-10,-6.8528e-05,4.8325344e-11,0.0012514659,-5.421304e-12,6.2685857e-11,-8.994584e-06,-0.0018387124,-1.6296387e-12,1.2446732e-05,0.0007569329,5.7329697e-12,-2.2758035e-11,-3.6653444e-05,1.9146584e-11,2.0011314e-05,1.0803358e-11,-3.4034844e-11,1.7818125e-05,0.0001735883,-4.196841e-05,6.1660896e-05,-3.2969183e-12,4.6442546e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
40,-5.2640837e-05,-2.101097e-11,3.107032e-05,2.81769e-06,3.3255653e-06,3.8198777e-10,-6.8528e-05,4.8324678e-11,0.0012514659,-5.4197506e-12,6.281464e-11,-8.994584e-06,-0.0018387124,-1.6296643e-12,1.2446734e-05,0.0007569329,5.704881e-12,-2.2759607e-11,-3.6653444e-05,1.914656e-11,2.0011314e-05,1.0833112e-11,-3.403378e-11,1.7818127e-05,0.0001735883,-4.196841e-05,6.166077e-05,-3.2969183e-12,4.1810236e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
41,-5.2640837e-05,-2.1127544e-11,3.1070325e-05,2.8196177e-06,3.3255658e-06,3.7721293e-10,-6.8528e-05,4.830336e-11,0.0012514659,-5.46634e-12,7.46212e-11,-8.994584e-06,-0.0018387124,-1.6304354e-12,1.2446883e-05,0.0007569329,4.819478e-12,-2.2662122e-11,-3.6653444e-05,1.914581e-11,2.0011312e-05,1.2021051e-11,-3.399675e-11,1.7818184e-05,0.0001735883,-4.196841e-05,6.165702e-05,-2.2737368e-12,2.850881e-12,-7.672138e-06,-3.4304823e-05,5.9504324e-05
42,-5.2640837e-05,-2.101852e-11,3.107032e-05,2.8183395e-06,3.3255656e-06,3.8153303e-10,-6.8528e-05,4.8323345e-11,0.0012514659,-5.4175223e-12,6.300738e-11,-8.994584e-06,-0.0018387124,-1.6297074e-12,1.2446737e-05,0.0007569329,5.6622484e-12,-2.2761733e-11,-3.6653444e-05,1.9146525e-11,2.0011314e-05,1.0877965e-11,-3.4032232e-11,1.781813e-05,0.0001735883,-4.196841e-05,6.166057e-05,-3.1832315e-12,3.463803e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
43,-5.2640837e-05,-2.0993651e-11,3.107032e-05,2.816271e-06,3.325565e-06,3.8244252e-10,-6.8528e-05,4.8327342e-11,0.0012514659,-5.4246304e-12,6.238832e-11,-8.994584e-06,-0.0018387124,-1.6295752e-12,1.2446728e-05,0.0007569329,5.8006933e-12,-2.275502e-11,-3.6653444e-05,1.914664e-11,2.0011314e-05,1.0736301e-11,-3.4037252e-11,1.7818122e-05,0.0001735883,-4.196841e-05,6.1661194e-05,-3.2969183e-12,5.7091233e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
44,-5.2640837e-05,-2.1098456e-11,3.1070325e-05,2.8195823e-06,3.3255658e-06,3.783498e-10,-6.8528e-05,4.8308912e-11,0.0012514659,-5.4496173e-12,7.1190165e-11,-8.994584e-06,-0.0018387124,-1.6302333e-12,1.2446839e-05,0.0007569329,5.0647264e-12,-2.2693913e-11,-3.6653444e-05,1.914601e-11,2.0011312e-05,1.17057475e-11,-3.4007026e-11,1.7818169e-05,0.0001735883,-4.196841e-05,6.1658e-05,-2.6147973e-12,2.5965523e-12,-7.672135e-06,-3.4304823e-05,5.9504324e-05
45,-5.2640837e-05,-2.1013191e-11,3.107032e-05,2.8178472e-06,3.3255656e-06,3.817604e-10,-6.8528e-05,4.8324234e-11,0.0012514659,-5.419022e-12,6.2867045e-11,-8.994584e-06,-0.0018387124,-1.6296749e-12,1.2446735e-05,0.0007569329,5.6935567e-12,-2.2760557e-11,-3.6653444e-05,1.9146549e-11,2.0011314e-05,1.0845991e-11,-3.403332e-11,1.7818129e-05,0.0001735883,-4.196841e-05,6.166073e-05,-3.2969183e-12,3.9719616e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
46,-5.2640837e-05,-2.0993873e-11,3.107032e-05,2.8162824e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8327342e-11,0.0012514659,-5.424582e-12,6.239098e-11,-8.994584e-06,-0.0018387124,-1.629576e-12,1.2446728e-05,0.0007569329,5.800027e-12,-2.2755079e-11,-3.6653444e-05,1.9146637e-11,2.0011314e-05,1.0737189e-11,-3.4037224e-11,1.7818122e-05,0.0001735883,-4.196841e-05,6.1661194e-05,-3.2969183e-12,5.6945065e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
47,-5.2640837e-05,-2.105316e-11,3.1070325e-05,2.8196484e-06,3.3255658e-06,3.8039616e-10,-6.8528e-05,4.8317572e-11,0.0012514659,-5.4227183e-12,6.5689676e-11,-8.994584e-06,-0.0018387124,-1.6299243e-12,1.2446768e-05,0.0007569329,5.42677e-12,-2.274627e-11,-3.6653444e-05,1.9146327e-11,2.0011312e-05,1.1177725e-11,-3.402273e-11,1.7818145e-05,0.0001735883,-4.196841e-05,6.165951e-05,-3.0695446e-12,2.079746e-12,-7.672132e-06,-3.4304823e-05,5.9504324e-05
48,-5.2640837e-05,-2.100009e-11,3.107032e-05,2.816802e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326232e-11,0.0012514659,-5.42284e-12,6.254375e-11,-8.994584e-06,-0.0018387124,-1.6296087e-12,1.2446731e-05,0.0007569329,5.765499e-12,-2.2756668e-11,-3.6653444e-05,1.914661e-11,2.0011314e-05,1.077094e-11,-3.403599e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.1661034e-05,-3.2969183e-12,5.139244e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
49,-5.2640837e-05,-2.101519e-11,3.107032e-05,2.8180418e-06,3.3255656e-06,3.817604e-10,-6.8528e-05,4.832401e-11,0.0012514659,-5.4182926e-12,6.291767e-11,-8.994584e-06,-0.0018387124,-1.6296879e-12,1.2446735e-05,0.0007569329,5.6827876e-12,-2.276138e-11,-3.6653444e-05,1.914654e-11,2.0011314e-05,1.0858425e-11,-3.403289e-11,1.7818129e-05,0.0001735883,-4.196841e-05,6.166067e-05,-3.2969183e-12,3.744844e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
50,-5.2640837e-05,-2.1035618e-11,3.107032e-05,2.8195866e-06,3.3255658e-06,3.808509e-10,-6.8528e-05,4.8320903e-11,0.0012514659,-5.4132293e-12,6.343903e-11,-8.994584e-06,-0.0018387124,-1.6297927e-12,1.2446742e-05,0.0007569329,5.569878e-12,-2.27658e-11,-3.6653444e-05,1.9146445e-11,2.0011314e-05,1.09738885e-11,-3.4028728e-11,1.7818136e-05,0.0001735883,-4.196841e-05,6.1660176e-05,-3.1832315e-12,2.1094073e-12,-7.672131e-06,-3.4304823e-05,5.9504324e-05
51,-5.2640837e-05,-2.0998314e-11,3.107032e-05,2.8166564e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326454e-11,0.0012514659,-5.423261e-12,6.250467e-11,-8.994584e-06,-0.0018387124,-1.6295995e-12,1.244673e-05,0.0007569329,5.774936e-12,-2.2756338e-11,-3.6653444e-05,1.9146617e-11,2.0011314e-05,1.0762502e-11,-3.4036312e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166108e-05,-3.2969183e-12,5.2849227e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
52,-5.2640837e-05,-2.1060043e-11,3.1070325e-05,2.8196312e-06,3.3255658e-06,3.8016879e-10,-6.8528e-05,4.8316018e-11,0.0012514659,-5.426865e-12,6.6557426e-11,-8.994584e-06,-0.0018387124,-1.6299695e-12,1.2446779e-05,0.0007569329,5.377032e-12,-2.273787e-11,-3.6653444e-05,1.9146278e-11,2.0011312e-05,1.12625465e-11,-3.4020464e-11,1.7818149e-05,0.0001735883,-4.196841e-05,6.165929e-05,-3.0695446e-12,2.1690661e-12,-7.672133e-06,-3.4304823e-05,5.9504324e-05
53,-5.2640837e-05,-2.1024071e-11,3.107032e-05,2.8187837e-06,3.3255656e-06,3.8130565e-10,-6.8528e-05,4.8322457e-11,0.0012514659,-5.4161415e-12,6.314238e-11,-8.994584e-06,-0.0018387124,-1.6297348e-12,1.2446739e-05,0.0007569329,5.630163e-12,-2.2762917e-11,-3.6653444e-05,1.91465e-11,2.0011314e-05,1.0907719e-11,-3.403112e-11,1.781813e-05,0.0001735883,-4.196841e-05,6.166044e-05,-3.1832315e-12,3.0259397e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
54,-5.2640837e-05,-2.0992985e-11,3.107032e-05,2.8162167e-06,3.325565e-06,3.8244252e-10,-6.8528e-05,4.8327342e-11,0.0012514659,-5.424812e-12,6.237144e-11,-8.994584e-06,-0.0018387124,-1.6295719e-12,1.2446728e-05,0.0007569329,5.804135e-12,-2.2754854e-11,-3.6653444e-05,1.9146641e-11,2.0011314e-05,1.0732748e-11,-3.403738e-11,1.7818122e-05,0.0001735883,-4.196841e-05,6.1661216e-05,-3.524292e-12,5.765944e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
55,-5.2640837e-05,-2.1061375e-11,3.1070325e-05,2.8195811e-06,3.3255658e-06,3.799414e-10,-6.8528e-05,4.8315796e-11,0.0012514659,-5.4280877e-12,6.67848e-11,-8.994584e-06,-0.0018387124,-1.6299783e-12,1.2446782e-05,0.0007569329,5.3681504e-12,-2.2735456e-11,-3.6653444e-05,1.9146264e-11,2.0011312e-05,1.1290968e-11,-3.4019974e-11,1.7818149e-05,0.0001735883,-4.196841e-05,6.1659244e-05,-3.0695446e-12,2.2049359e-12,-7.672133e-06,-3.4304823e-05,5.9504324e-05
56,-5.2640837e-05,-2.1001867e-11,3.107032e-05,2.816944e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326232e-11,0.0012514659,-5.422325e-12,6.258638e-11,-8.994584e-06,-0.0018387124,-1.6296181e-12,1.2446731e-05,0.0007569329,5.7562843e-12,-2.2757206e-11,-3.6653444e-05,1.9146603e-11,2.0011314e-05,1.0781154e-11,-3.4035642e-11,1.7818125e-05,0.0001735883,-4.196841e-05,6.1661e-05,-3.2969183e-12,4.977991e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
57,-5.2640837e-05,-2.1083801e-11,3.1070325e-05,2.8196255e-06,3.3255658e-06,3.7903192e-10,-6.8528e-05,4.83118e-11,0.0012514659,-5.4414836e-12,6.9454664e-11,-8.994584e-06,-0.0018387124,-1.6301327e-12,1.2446817e-05,0.0007569329,5.1807447e-12,-2.2710916e-11,-3.6653444e-05,1.9146112e-11,2.0011312e-05,1.1534329e-11,-3.4012054e-11,1.7818162e-05,0.0001735883,-4.196841e-05,6.165853e-05,-2.728484e-12,2.4456496e-12,-7.672134e-06,-3.4304823e-05,5.9504324e-05
58,-5.2640837e-05,-2.1066704e-11,3.1070325e-05,2.8196364e-06,3.3255658e-06,3.7971404e-10,-6.8528e-05,4.8314908e-11,0.0012514659,-5.431033e-12,6.7343464e-11,-8.994584e-06,-0.0018387124,-1.6300144e-12,1.2446789e-05,0.0007569329,5.321854e-12,-2.2730238e-11,-3.6653444e-05,1.9146231e-11,2.0011312e-05,1.13375975e-11,-3.401805e-11,1.7818153e-05,0.0001735883,-4.196841e-05,6.165908e-05,-2.842171e-12,2.312363e-12,-7.672133e-06,-3.4304823e-05,5.9504324e-05
59,-5.2640837e-05,-2.1011859e-11,3.107032e-05,2.817749e-06,3.3255656e-06,3.8198777e-10,-6.8528e-05,4.8324456e-11,0.0012514659,-5.4194136e-12,6.283418e-11,-8.994584e-06,-0.0018387124,-1.6296682e-12,1.2446734e-05,0.0007569329,5.699885e-12,-2.2760197e-11,-3.6653444e-05,1.9146556e-11,2.0011314e-05,1.0838441e-11,-3.403357e-11,1.7818127e-05,0.0001735883,-4.196841e-05,6.166076e-05,-3.2969183e-12,4.094498e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
60,-5.2640837e-05,-2.0998314e-11,3.107032e-05,2.8166698e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326454e-11,0.0012514659,-5.4233215e-12,6.250378e-11,-8.994584e-06,-0.0018387124,-1.6296e-12,1.244673e-05,0.0007569329,5.774159e-12,-2.275622e-11,-3.6653444e-05,1.9146617e-11,2.0011314e-05,1.0762502e-11,-3.403631e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166108e-05,-3.2969183e-12,5.291551e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
61,-5.2640837e-05,-2.0996094e-11,3.107032e-05,2.8164948e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326898e-11,0.0012514659,-5.42391e-12,6.2452266e-11,-8.994584e-06,-0.0018387124,-1.629589e-12,1.2446729e-05,0.0007569329,5.7860383e-12,-2.2755645e-11,-3.6653444e-05,1.9146627e-11,2.0011314e-05,1.07500675e-11,-3.4036732e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166113e-05,-3.2969183e-12,5.4770693e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
62,-5.2640837e-05,-2.0998536e-11,3.107032e-05,2.8166749e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326454e-11,0.0012514659,-5.423259e-12,6.2506444e-11,-8.994584e-06,-0.0018387124,-1.6296006e-12,1.244673e-05,0.0007569329,5.774048e-12,-2.2756321e-11,-3.6653444e-05,1.9146617e-11,2.0011314e-05,1.076339e-11,-3.403629e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166108e-05,-3.2969183e-12,5.274502e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
63,-5.2640837e-05,-2.1000535e-11,3.107032e-05,2.8168363e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326232e-11,0.0012514659,-5.4226233e-12,6.255796e-11,-8.994584e-06,-0.0018387124,-1.6296109e-12,1.2446731e-05,0.0007569329,5.7630567e-12,-2.275698e-11,-3.6653444e-05,1.9146608e-11,2.0011314e-05,1.0775381e-11,-3.4035864e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166103e-05,-3.2969183e-12,5.0878043e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
64,-5.2640837e-05,-2.1107338e-11,3.1070325e-05,2.8196314e-06,3.3255658e-06,3.7812242e-10,-6.8528e-05,4.8307136e-11,0.0012514659,-5.454879e-12,7.22542e-11,-8.994584e-06,-0.0018387124,-1.6302952e-12,1.2446852e-05,0.0007569329,4.987788e-12,-2.2684826e-11,-3.6653444e-05,1.914595e-11,2.0011312e-05,1.1795009e-11,-3.400387e-11,1.7818173e-05,0.0001735883,-4.196841e-05,6.165772e-05,-2.3874236e-12,2.6447256e-12,-7.672136e-06,-3.4304823e-05,5.9504324e-05
65,-5.2640837e-05,-2.143663e-11,3.1070325e-05,2.8189158e-06,3.325566e-06,3.635705e-10,-6.8528e-05,4.824452e-11,0.0012514659,-5.646551e-12,1.12337695e-10,-8.994584e-06,-0.0018387124,-1.6325903e-12,1.2447366e-05,0.00075693295,2.3081537e-12,-2.2308481e-11,-3.6653444e-05,1.9143648e-11,2.0011308e-05,1.5599522e-11,-3.3888885e-11,1.7818349e-05,0.0001735883,-4.196841e-05,6.164634e-05,2.2737368e-13,5.539228e-12,-7.672162e-06,-3.4304823e-05,5.9504317e-05
66,-5.2640837e-05,-2.103806e-11,3.1070325e-05,2.8196234e-06,3.3255658e-06,3.808509e-10,-6.8528e-05,4.832046e-11,0.0012514659,-5.4139757e-12,6.375789e-11,-8.994584e-06,-0.0018387124,-1.6298148e-12,1.2446745e-05,0.0007569329,5.5493388e-12,-2.2763486e-11,-3.6653444e-05,1.914643e-11,2.0011314e-05,1.1004531e-11,-3.4027996e-11,1.7818136e-05,0.0001735883,-4.196841e-05,6.1660045e-05,-3.1832315e-12,2.0015187e-12,-7.672131e-06,-3.4304823e-05,5.9504324e-05
67,-5.2640837e-05,-2.1046498e-11,3.1070325e-05,2.8196282e-06,3.3255658e-06,3.8062353e-10,-6.8528e-05,4.8318904e-11,0.0012514659,-5.419305e-12,6.495249e-11,-8.994584e-06,-0.0018387124,-1.6298755e-12,1.2446758e-05,0.0007569329,5.486833e-12,-2.2753074e-11,-3.6653444e-05,1.914637e-11,2.0011314e-05,1.1112444e-11,-3.402513e-11,1.7818142e-05,0.0001735883,-4.196841e-05,6.165977e-05,-3.0695446e-12,2.0537495e-12,-7.672132e-06,-3.4304823e-05,5.9504324e-05
68,-5.2640837e-05,-2.1089575e-11,3.1070325e-05,2.8196255e-06,3.3255658e-06,3.7880454e-10,-6.8528e-05,4.8310467e-11,0.0012514659,-5.443998e-12,7.0112804e-11,-8.994584e-06,-0.0018387124,-1.630174e-12,1.2446823e-05,0.0007569329,5.1347815e-12,-2.27048e-11,-3.6653444e-05,1.9146075e-11,2.0011312e-05,1.15911725e-11,-3.401011e-11,1.7818164e-05,0.0001735883,-4.196841e-05,6.1658284e-05,-2.728484e-12,2.4828655e-12,-7.672134e-06,-3.4304823e-05,5.9504324e-05
69,-5.2640837e-05,-2.1027846e-11,3.107032e-05,2.8190134e-06,3.3255658e-06,3.8130565e-10,-6.8528e-05,4.8322013e-11,0.0012514659,-5.414921e-12,6.322498e-11,-8.994584e-06,-0.0018387124,-1.6297528e-12,1.244674e-05,0.0007569329,5.6139537e-12,-2.2764436e-11,-3.6653444e-05,1.9146483e-11,2.0011314e-05,1.0926371e-11,-3.403037e-11,1.7818133e-05,0.0001735883,-4.196841e-05,6.166036e-05,-3.1832315e-12,2.699489e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
70,-5.2640837e-05,-2.1067592e-11,3.1070325e-05,2.8196134e-06,3.3255658e-06,3.7971404e-10,-6.8528e-05,4.8314908e-11,0.0012514659,-5.4314977e-12,6.7499784e-11,-8.994584e-06,-0.0018387124,-1.6300203e-12,1.2446791e-05,0.0007569329,5.3190785e-12,-2.2728954e-11,-3.6653444e-05,1.9146225e-11,2.0011312e-05,1.1353585e-11,-3.4017872e-11,1.7818153e-05,0.0001735883,-4.196841e-05,6.165905e-05,-2.842171e-12,2.277888e-12,-7.672133e-06,-3.4304823e-05,5.9504324e-05
71,-5.2640837e-05,-2.1068702e-11,3.1070325e-05,2.8196398e-06,3.3255658e-06,3.7948666e-10,-6.8528e-05,4.8314464e-11,0.0012514659,-5.4322293e-12,6.760015e-11,-8.994584e-06,-0.0018387124,-1.6300294e-12,1.2446792e-05,0.0007569329,5.3037574e-12,-2.272792e-11,-3.6653444e-05,1.9146216e-11,2.0011312e-05,1.13620224e-11,-3.401731e-11,1.7818153e-05,0.0001735883,-4.196841e-05,6.1659004e-05,-2.842171e-12,2.3104834e-12,-7.6721335e-06,-3.4304823e-05,5.9504324e-05
72,-5.2640837e-05,-2.1011193e-11,3.107032e-05,2.8176914e-06,3.3255656e-06,3.8198777e-10,-6.8528e-05,4.8324678e-11,0.0012514659,-5.41952e-12,6.281997e-11,-8.994584e-06,-0.0018387124,-1.6296657e-12,1.2446734e-05,0.0007569329,5.705103e-12,-2.2760068e-11,-3.6653444e-05,1.914656e-11,2.0011314e-05,1.08348885e-11,-3.4033717e-11,1.7818127e-05,0.0001735883,-4.196841e-05,6.166077e-05,-3.2969183e-12,4.1257917e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
73,-5.2640837e-05,-2.1008528e-11,3.107032e-05,2.8175048e-06,3.3255653e-06,3.8198777e-10,-6.8528e-05,4.83249e-11,0.0012514659,-5.4205854e-12,6.2750694e-11,-8.994584e-06,-0.0018387124,-1.6296526e-12,1.2446733e-05,0.0007569329,5.7179816e-12,-2.2758729e-11,-3.6653444e-05,1.9146571e-11,2.0011314e-05,1.0818901e-11,-3.4034314e-11,1.7818127e-05,0.0001735883,-4.196841e-05,6.166083e-05,-3.2969183e-12,4.413479e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
74,-5.2640837e-05,-2.1140423e-11,3.1070325e-05,2.8196368e-06,3.3255658e-06,3.765308e-10,-6.8528e-05,4.830114e-11,0.0012514659,-5.473303e-12,7.619061e-11,-8.994584e-06,-0.0018387124,-1.6305325e-12,1.2446902e-05,0.0007569329,4.7030158e-12,-2.2648165e-11,-3.6653444e-05,1.9145721e-11,2.0011312e-05,1.2160051e-11,-3.3992056e-11,1.781819e-05,0.0001735883,-4.196841e-05,6.1656516e-05,-2.16005e-12,2.8294077e-12,-7.672139e-06,-3.4304823e-05,5.950432e-05
75,-5.2640837e-05,-2.1022517e-11,3.107032e-05,2.8185743e-06,3.3255656e-06,3.8153303e-10,-6.8528e-05,4.83229e-11,0.0012514659,-5.416405e-12,6.309353e-11,-8.994584e-06,-0.0018387124,-1.6297226e-12,1.2446738e-05,0.0007569329,5.6432636e-12,-2.276311e-11,-3.6653444e-05,1.9146507e-11,2.0011314e-05,1.0896617e-11,-3.4031455e-11,1.781813e-05,0.0001735883,-4.196841e-05,6.16605e-05,-3.1832315e-12,3.1616888e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
76,-5.2640837e-05,-2.10727e-11,3.1070325e-05,2.8196107e-06,3.3255658e-06,3.7948666e-10,-6.8528e-05,4.8313797e-11,0.0012514659,-5.434606e-12,6.8108186e-11,-8.994584e-06,-0.0018387124,-1.6300544e-12,1.2446799e-05,0.0007569329,5.2781113e-12,-2.2723275e-11,-3.6653444e-05,1.914619e-11,2.0011312e-05,1.1410428e-11,-3.4016102e-11,1.7818154e-05,0.0001735883,-4.196841e-05,6.165889e-05,-2.842171e-12,2.3431942e-12,-7.6721335e-06,-3.4304823e-05,5.9504324e-05
77,-5.2640837e-05,-2.1161295e-11,3.1070325e-05,2.8195868e-06,3.3255658e-06,3.7584869e-10,-6.8528e-05,4.8297144e-11,0.0012514659,-5.485176e-12,7.8733464e-11,-8.994584e-06,-0.0018387124,-1.6306724e-12,1.24469325e-05,0.0007569329,4.545697e-12,-2.2624416e-11,-3.6653444e-05,1.9145581e-11,2.0011312e-05,1.2395418e-11,-3.3985093e-11,1.7818202e-05,0.0001735883,-4.196841e-05,6.165582e-05,-2.046363e-12,3.1038921e-12,-7.67214e-06,-3.4304823e-05,5.950432e-05
78,-5.2640837e-05,-2.110312e-11,3.1070325e-05,2.8195843e-06,3.3255658e-06,3.783498e-10,-6.8528e-05,4.8308024e-11,0.0012514659,-5.4522107e-12,7.173018e-11,-8.994584e-06,-0.0018387124,-1.630264e-12,1.2446845e-05,0.0007569329,5.028311e-12,-2.2688913e-11,-3.6653444e-05,1.9145978e-11,2.0011312e-05,1.1750156e-11,-3.4005396e-11,1.781817e-05,0.0001735883,-4.196841e-05,6.165785e-05,-2.3874236e-12,2.7368463e-12,-7.672135e-06,-3.4304823e-05,5.9504324e-05
